resume_id,job_id,label,semantic_score
R_005243,J_000626,0,0.7041268
R_005186,J_000568,1,0.6346406
R_002571,J_000521,1,0.8969285
R_005561,J_000916,0,0.41074008
R_006607,J_000761,0,0.37390655
R_001914,J_001009,0,0.38112774
R_005950,J_001562,0,0.44476104
R_002136,J_001760,1,0.56620634
R_007873,J_002309,1,0.54541993
R_007941,J_000497,0,0.4091525
R_002242,J_000281,1,0.3740613
R_006726,J_001325,1,0.52660966
R_009496,J_001636,0,0.5707815
R_005493,J_002227,1,0.61225665
R_005531,J_000559,1,0.58875084
R_003035,J_000628,1,0.64978397
R_001919,J_000132,0,0.44782838
R_001510,J_001924,1,0.55024165
R_008933,J_000314,0,0.47553074
R_002336,J_000063,1,0.6780147
R_008828,J_001649,1,0.77413404
R_002363,J_001759,1,0.61657524
R_009484,J_001659,0,0.48484078
R_003502,J_002292,0,0.43821174
R_002201,J_002285,1,0.9002547
R_008035,J_001371,0,0.41242078
R_005014,J_000646,1,0.69897753
R_009021,J_000292,1,0.46267116
R_004209,J_001078,0,0.75566036
R_006367,J_002195,1,0.5554441
R_001733,J_000515,1,0.5826884
R_008553,J_001723,0,0.4835558
R_001629,J_001370,1,0.4964563
R_005600,J_000917,0,0.46305227
R_006855,J_002080,1,0.6891433
R_000769,J_001276,0,0.49648547
R_005004,J_000009,0,0.35794815
R_004591,J_000964,0,0.42877245
R_006801,J_001533,0,0.41604987
R_003935,J_002256,0,0.4799691
R_000103,J_000245,1,0.71310544
R_003136,J_002153,1,0.6410961
R_001828,J_001636,1,0.59835386
R_004255,J_001735,1,0.6630337
R_002719,J_001303,0,0.391387
R_006911,J_002341,0,0.6764569
R_000090,J_001861,1,0.68419844
R_007080,J_001841,1,0.65680265
R_006818,J_000877,1,0.6381141
R_004825,J_001808,1,0.643041
R_004405,J_000349,0,0.61738324
R_000662,J_000947,1,0.742745
R_007816,J_000014,1,0.49827752
R_009053,J_002264,1,0.54213333
R_000792,J_001249,0,0.54335153
R_004797,J_001073,0,0.3232102
R_002255,J_000322,0,0.6631722
R_008750,J_001604,1,0.6473376
R_003093,J_001768,1,0.53391004
R_009580,J_002134,1,0.6069442
R_004670,J_000858,0,0.5249329
R_007626,J_000970,1,0.61872435
R_001489,J_002347,1,0.7494564
R_000716,J_000246,0,0.4826929
R_000339,J_000418,0,0.58739775
R_007674,J_000695,0,0.4933756
R_008501,J_000289,1,0.74554265
R_007637,J_000448,0,0.42729867
R_003246,J_002097,1,0.7863327
R_004268,J_000825,1,0.39618325
R_006786,J_001938,0,0.50244707
R_004820,J_002452,0,0.4810715
R_009650,J_001279,1,0.50435984
R_007620,J_001599,1,0.644889
R_005488,J_001016,0,0.5244691
R_006136,J_001885,0,0.7289738
R_006445,J_000279,1,0.42705894
R_005960,J_002431,0,0.5212182
R_007603,J_001644,1,0.5465212
R_008403,J_002441,0,0.55243343
R_008390,J_001960,0,0.457747
R_009021,J_002277,1,0.895943
R_009515,J_001109,0,0.5399523
R_007930,J_002271,0,0.5319275
R_003812,J_000059,0,0.46182555
R_001497,J_002254,0,0.43988973
R_003778,J_001292,1,0.74780065
R_001439,J_001868,1,0.55789006
R_007570,J_001158,1,0.6834779
R_003028,J_000925,1,0.37281018
R_000322,J_001254,1,0.6437387
R_005662,J_002071,1,0.55898476
R_000721,J_000495,1,0.57913506
R_007672,J_000655,0,0.38279653
R_005616,J_000690,0,0.4695312
R_003360,J_002244,1,0.6667501
R_002367,J_000072,1,0.5497447
R_000522,J_000823,0,0.4425421
R_003737,J_000458,0,0.46038175
R_002431,J_002277,1,0.55284894
R_009603,J_001670,0,0.5067206
R_002971,J_002237,0,0.41812724
R_000910,J_000725,0,0.61253977
R_002234,J_000546,0,0.6692168
R_001921,J_000916,1,0.6556494
R_005231,J_002211,0,0.67595744
R_002807,J_000701,1,0.71622217
R_003879,J_000973,0,0.46114433
R_002143,J_000754,0,0.6607083
R_003615,J_000806,1,0.8104803
R_002150,J_002157,0,0.4766599
R_001051,J_000043,1,0.6809311
R_002991,J_001119,0,0.4567456
R_008807,J_001123,1,0.7009603
R_003426,J_000145,1,0.8527734
R_005421,J_001831,1,0.70460224
R_004751,J_001185,0,0.4378248
R_008176,J_000965,1,0.5915346
R_003584,J_000794,0,0.44427064
R_006161,J_000388,1,0.71093094
R_002815,J_001414,1,0.7078741
R_002262,J_000688,0,0.49399003
R_005374,J_001727,1,0.6381918
R_003337,J_002154,0,0.4696468
R_008584,J_001923,1,0.6612012
R_003158,J_000822,0,0.69622743
R_002947,J_000637,0,0.6191381
R_009748,J_001282,1,0.65698665
R_002418,J_000044,1,0.62122655
R_008634,J_001936,1,0.60566807
R_007288,J_000276,0,0.5091692
R_005191,J_002203,0,0.53085864
R_000521,J_002341,0,0.508796
R_006261,J_000411,1,0.5266392
R_008938,J_000984,1,0.6267215
R_002097,J_000070,0,0.5569484
R_006140,J_001061,1,0.58317006
R_003715,J_002433,1,0.75246656
R_003386,J_002369,1,0.54882807
R_001569,J_001462,1,0.7395048
R_004939,J_001951,1,0.7365895
R_000454,J_001852,0,0.47380817
R_007005,J_000303,0,0.42169046
R_003633,J_000593,0,0.43820184
R_000623,J_000443,1,0.7532033
R_002350,J_002081,0,0.51801336
R_005522,J_002158,1,0.65630865
R_003157,J_001174,0,0.48098257
R_003985,J_002336,1,0.5422963
R_001194,J_001169,0,0.5504102
R_000379,J_000135,1,0.64756465
R_006820,J_002117,0,0.37096688
R_002448,J_001869,0,0.44498497
R_007790,J_002481,1,0.6068028
R_003638,J_002125,1,0.6310901
R_000033,J_002014,0,0.4938626
R_001037,J_000582,1,0.52453256
R_005732,J_002479,1,0.49060133
R_000534,J_001136,1,0.63619024
R_000719,J_000275,0,0.47143108
R_003891,J_000392,0,0.41801968
R_007485,J_001763,0,0.5343978
R_001207,J_000450,0,0.49696705
R_004982,J_001657,0,0.4658153
R_008674,J_001503,0,0.34691483
R_004845,J_002417,1,0.6680503
R_000835,J_001751,0,0.4645479
R_003064,J_001497,1,0.6867976
R_002874,J_000285,1,0.5509212
R_007439,J_001312,1,0.8082399
R_000633,J_001674,1,0.57224613
R_001781,J_000745,0,0.5142937
R_008063,J_000413,0,0.432608
R_005152,J_000011,0,0.35948408
R_008854,J_000055,1,0.41234744
R_008780,J_002486,1,0.72369033
R_003571,J_001500,1,0.77880573
R_002361,J_002377,1,0.63900036
R_006798,J_000006,1,0.7927487
R_007085,J_002208,0,0.38786143
R_007972,J_002283,1,0.61451226
R_004542,J_001295,0,0.6596559
R_006289,J_001310,1,0.80605704
R_002438,J_000747,1,0.69047654
R_002747,J_000513,1,0.61751354
R_004633,J_001099,1,0.66845286
R_009811,J_001425,1,0.6156584
R_001211,J_000918,1,0.67645645
R_003182,J_001436,1,0.77463317
R_002527,J_001726,0,0.4539844
R_002273,J_001138,1,0.647634
R_001557,J_000012,1,0.8718859
R_002858,J_000261,1,0.80024284
R_006080,J_002220,1,0.6154295
R_006196,J_001578,0,0.5458971
R_008988,J_002205,0,0.39538255
R_006543,J_002499,0,0.3226998
R_002642,J_001585,1,0.7045201
R_006678,J_001589,0,0.60445035
R_004788,J_001141,0,0.45188558
R_006517,J_002382,1,0.77944887
R_002131,J_001589,0,0.49756202
R_005971,J_002419,0,0.5053684
R_004719,J_000550,0,0.45415333
R_001903,J_000466,1,0.83390224
R_004612,J_001157,1,0.53356117
R_009207,J_001707,0,0.539873
R_006874,J_002052,1,0.63742447
R_000394,J_001219,0,0.61792386
R_002504,J_000957,1,0.67044127
R_000127,J_001999,1,0.66862524
R_009592,J_000793,0,0.4549355
R_009433,J_000998,1,0.730157
R_009414,J_000015,0,0.41081107
R_000070,J_001930,0,0.45450485
R_007181,J_000144,0,0.3721458
R_008677,J_002348,0,0.41164023
R_007387,J_001363,1,0.6133524
R_000072,J_001967,0,0.42479503
R_008965,J_001711,1,0.57301575
R_001152,J_001447,0,0.4336628
R_001964,J_001341,1,0.6371404
R_000236,J_001404,0,0.48297122
R_002166,J_001546,1,0.6333547
R_009406,J_000160,1,0.56950116
R_008404,J_001466,0,0.505973
R_002978,J_001856,0,0.4565153
R_007797,J_000374,0,0.35838217
R_008469,J_000112,1,0.8824352
R_005045,J_000699,0,0.40818304
R_002530,J_002170,0,0.57611024
R_009005,J_002127,1,0.75501406
R_005477,J_000220,1,0.7391734
R_007206,J_000507,0,0.57088053
R_000818,J_001738,0,0.4200938
R_004186,J_001942,0,0.5085077
R_006989,J_000841,1,0.6659755
R_004983,J_001965,1,0.73052216
R_006285,J_000790,1,0.7754856
R_004096,J_001367,1,0.622241
R_000024,J_002210,0,0.39107877
R_000264,J_002382,1,0.700927
R_008906,J_000051,1,0.81164527
R_006750,J_001172,0,0.43475083
R_002851,J_001348,1,0.6822672
R_000263,J_001088,0,0.4178747
R_004281,J_000508,1,0.72544026
R_002621,J_000009,0,0.3872323
R_006928,J_001893,1,0.67049235
R_002366,J_002451,0,0.46945623
R_002158,J_001134,1,0.57692075
R_003359,J_001195,1,0.61494577
R_003474,J_001642,1,0.60509014
R_004266,J_002118,1,0.42777666
R_005457,J_002125,1,0.7733985
R_003256,J_001709,1,0.70272493
R_002689,J_002451,0,0.73372346
R_004097,J_001871,0,0.43499354
R_002091,J_000389,0,0.43969944
R_006038,J_000697,1,0.84075165
R_007926,J_001130,0,0.47108883
R_002487,J_001549,1,0.56487393
R_009396,J_000100,0,0.5118575
R_002481,J_001691,0,0.3506281
R_007290,J_002349,1,0.6518528
R_005950,J_002133,0,0.7840798
R_001317,J_000340,1,0.7602668
R_001037,J_001023,1,0.5600256
R_009027,J_001727,0,0.68206376
R_003198,J_001043,1,0.7042545
R_005616,J_002451,0,0.45641905
R_002955,J_002465,1,0.6300481
R_001949,J_001416,0,0.37855732
R_009115,J_001110,1,0.75847983
R_002699,J_002197,0,0.32507628
R_004757,J_001470,0,0.409468
R_005672,J_000327,1,0.7169095
R_007903,J_001870,1,0.65562046
R_001753,J_001053,1,0.69689256
R_000108,J_000877,0,0.6347732
R_007707,J_000205,1,0.75928676
R_002239,J_001663,1,0.49165654
R_006552,J_000117,1,0.5857097
R_000489,J_001211,1,0.5225233
R_001730,J_000482,1,0.50282276
R_009901,J_000974,1,0.7167717
R_005985,J_002213,0,0.47439882
R_006526,J_002475,1,0.72345513
R_001287,J_002133,0,0.49376646
R_009208,J_000315,0,0.39487386
R_004527,J_001360,1,0.49202943
R_002057,J_001575,1,0.5770894
R_002147,J_002217,0,0.64677876
R_001874,J_000487,0,0.42384452
R_000311,J_002485,0,0.41494173
R_007865,J_001939,0,0.42768532
R_006414,J_001387,1,0.60363925
R_005664,J_001784,1,0.68343747
R_004502,J_000733,0,0.7595124
R_003541,J_000949,0,0.45151532
R_000162,J_001522,1,0.70960134
R_003302,J_002212,1,0.6975422
R_003331,J_000607,1,0.7472549
R_004912,J_001276,1,0.58314055
R_004824,J_001001,0,0.6227765
R_000593,J_000704,0,0.40897548
R_004702,J_001575,0,0.41952515
R_002560,J_001013,0,0.4759876
R_009710,J_001868,0,0.52352315
R_006594,J_000466,1,0.46802795
R_005756,J_001326,1,0.63598126
R_005114,J_002497,0,0.46805447
R_001949,J_001307,0,0.492699
R_007328,J_001035,0,0.5057366
R_005829,J_001391,0,0.5704971
R_007997,J_002411,0,0.5192854
R_005781,J_000401,1,0.7697699
R_001165,J_002455,0,0.41113526
R_003407,J_000924,1,0.5834391
R_008661,J_002345,0,0.44748637
R_006444,J_001378,0,0.41010764
R_002831,J_001991,0,0.45186967
R_001479,J_001813,0,0.44447616
R_004642,J_001842,0,0.5917847
R_005344,J_001648,0,0.51823056
R_000090,J_002293,1,0.6596668
R_005180,J_000198,0,0.41559744
R_004009,J_002278,1,0.6186803
R_008200,J_002252,0,0.46799105
R_004844,J_001655,1,0.5891998
R_004694,J_002061,1,0.46336728
R_007688,J_001754,1,0.64658356
R_003729,J_001462,1,0.822904
R_008980,J_000709,1,0.4745698
R_006657,J_002234,1,0.6531912
R_005697,J_002393,1,0.7607902
R_004587,J_001350,0,0.43662527
R_009398,J_001769,1,0.6005961
R_004230,J_001084,0,0.4557514
R_008894,J_000959,1,0.7449424
R_006453,J_001422,1,0.5710894
R_008902,J_002023,0,0.4050214
R_003670,J_002351,0,0.5412889
R_002084,J_000163,1,0.449744
R_005216,J_001808,1,0.65657437
R_000388,J_000807,1,0.59435254
R_008784,J_001926,1,0.639698
R_003033,J_000582,0,0.47155565
R_008905,J_001819,1,0.6538131
R_005003,J_002329,0,0.4897479
R_007863,J_001185,0,0.76983917
R_002634,J_001464,0,0.4396048
R_007000,J_000061,1,0.71635985
R_003082,J_000052,1,0.6414939
R_000351,J_000833,1,0.7443782
R_003938,J_002346,0,0.6323985
R_002726,J_002314,1,0.4889881
R_008077,J_001459,0,0.41167563
R_007720,J_000139,0,0.60386735
R_001831,J_000474,1,0.5765605
R_003348,J_002012,1,0.7383795
R_008129,J_001943,1,0.7606149
R_002761,J_001774,1,0.70776755
R_005139,J_001830,0,0.32806295
R_006151,J_001530,0,0.41850674
R_001963,J_001064,1,0.6329793
R_002600,J_001490,0,0.51839614
R_008521,J_001794,1,0.72546583
R_003184,J_000908,0,0.46142915
R_000093,J_000179,1,0.42999342
R_002066,J_001720,0,0.57627
R_002398,J_001803,1,0.62342155
R_009052,J_000161,0,0.4736979
R_002512,J_000662,1,0.3607118
R_008823,J_000550,0,0.4526849
R_007729,J_000983,0,0.46382827
R_007464,J_002030,1,0.7011392
R_009197,J_000410,0,0.401276
R_009187,J_000199,0,0.8530627
R_007057,J_002240,0,0.44201177
R_005855,J_000649,0,0.39808565
R_005750,J_002442,1,0.6218403
R_002572,J_001970,1,0.7531955
R_000324,J_000093,0,0.5731282
R_002132,J_001102,0,0.53458697
R_007912,J_002479,0,0.40171042
R_002797,J_001883,1,0.47726116
R_003929,J_001832,1,0.7526353
R_005600,J_002101,1,0.72427726
R_005681,J_000073,0,0.5107793
R_005447,J_000430,0,0.48871884
R_001459,J_000979,1,0.7179913
R_005795,J_001151,1,0.53862226
R_003968,J_000612,0,0.73591256
R_001901,J_002166,0,0.5391321
R_006395,J_001914,0,0.45415547
R_001478,J_001513,1,0.6409528
R_004853,J_000268,1,0.7061868
R_004996,J_000328,1,0.77515525
R_000949,J_000844,0,0.3687573
R_007327,J_001460,0,0.43624294
R_002533,J_000463,0,0.6739522
R_003557,J_001313,0,0.52383643
R_006057,J_001497,0,0.50545955
R_001219,J_002152,1,0.74900794
R_004166,J_000447,0,0.46564412
R_001690,J_002426,1,0.6576029
R_008008,J_002433,0,0.4691638
R_000383,J_001093,1,0.64164805
R_003385,J_000597,1,0.6133517
R_007155,J_000077,0,0.47194597
R_005211,J_000909,1,0.77931345
R_005067,J_001084,0,0.53273624
R_006936,J_000553,0,0.49152008
R_001047,J_000625,1,0.56931245
R_004300,J_000825,1,0.46033803
R_007746,J_001593,0,0.44218633
R_004098,J_001893,1,0.65479064
R_008943,J_001569,1,0.7345805
R_009370,J_001149,0,0.6196872
R_003878,J_001702,0,0.49696356
R_003880,J_002140,1,0.7505736
R_005315,J_001753,1,0.63996893
R_008654,J_002064,0,0.5513754
R_001533,J_001481,0,0.44753957
R_000439,J_000857,0,0.50453055
R_002858,J_000740,1,0.67442834
R_001344,J_000777,0,0.3929605
R_001947,J_001699,1,0.71639615
R_006070,J_002109,0,0.4818303
R_003434,J_002384,0,0.62415314
R_009487,J_001462,1,0.73362255
R_000699,J_001734,0,0.47940722
R_002893,J_000151,0,0.7585298
R_002487,J_002003,0,0.48101684
R_003786,J_000167,1,0.66952276
R_009349,J_000698,1,0.61008734
R_003018,J_001501,0,0.8462868
R_008577,J_002434,1,0.7597277
R_005795,J_000147,0,0.41615725
R_008541,J_001330,1,0.7077066
R_002953,J_002320,0,0.48854917
R_005433,J_001389,1,0.7037358
R_002599,J_002165,1,0.55419946
R_006638,J_001520,0,0.49230635
R_001840,J_000485,1,0.63514686
R_007471,J_002172,1,0.71699893
R_004705,J_001749,0,0.55872756
R_000479,J_000146,0,0.8360672
R_001043,J_000417,1,0.61180913
R_000013,J_000503,1,0.69737524
R_003660,J_001697,0,0.3278231
R_004657,J_002230,1,0.6734959
R_009678,J_001376,0,0.52451813
R_006359,J_000581,0,0.4882546
R_005555,J_002297,1,0.5033231
R_009413,J_000579,1,0.6923444
R_006572,J_002106,1,0.652354
R_002644,J_000801,1,0.77433777
R_004340,J_000018,1,0.7184799
R_006759,J_002421,1,0.68796617
R_007215,J_001721,1,0.61794937
R_002248,J_000315,1,0.5928774
R_001760,J_001217,1,0.5989713
R_005124,J_001774,1,0.7631078
R_009149,J_000892,0,0.43324345
R_004601,J_000430,0,0.7153045
R_007535,J_001680,0,0.4500554
R_005171,J_000605,0,0.4778669
R_006952,J_001447,0,0.6199342
R_002368,J_000752,1,0.64661527
R_006132,J_002092,0,0.7272767
R_004063,J_000067,1,0.7070199
R_002372,J_001866,0,0.51169705
R_009347,J_001067,1,0.6487945
R_008027,J_001373,1,0.66235507
R_006601,J_000410,0,0.4895212
R_003105,J_001659,0,0.47725835
R_001203,J_000629,1,0.6246409
R_009167,J_001884,0,0.42818886
R_009338,J_001822,0,0.5400511
R_000393,J_002303,0,0.5510738
R_005905,J_002411,1,0.64095646
R_006158,J_001674,1,0.5547465
R_008695,J_000203,0,0.5148047
R_001230,J_001777,1,0.64105165
R_000045,J_001005,1,0.7142149
R_008108,J_001417,1,0.71282166
R_000183,J_002322,0,0.3964649
R_009809,J_002467,1,0.7334512
R_007626,J_002231,1,0.5982913
R_008183,J_002289,0,0.3707265
R_009278,J_001483,1,0.46759436
R_008699,J_001687,1,0.45373535
R_002324,J_001310,1,0.6058781
R_007993,J_000949,0,0.4478458
R_007581,J_001570,1,0.54040796
R_004435,J_000636,0,0.5145226
R_001315,J_001013,1,0.69667846
R_008396,J_000739,0,0.54371834
R_006809,J_000636,0,0.54806685
R_006300,J_000336,0,0.75386703
R_006556,J_001184,1,0.590412
R_009347,J_000708,0,0.51876074
R_006974,J_002175,0,0.71312416
R_001547,J_000032,1,0.48842198
R_001256,J_001162,1,0.6581516
R_001397,J_001574,1,0.532923
R_006833,J_000749,0,0.4811459
R_008842,J_000451,0,0.48344332
R_001467,J_000346,1,0.69693303
R_003908,J_002104,0,0.3961634
R_006933,J_002035,0,0.47808635
R_001605,J_002358,0,0.4088886
R_006266,J_001837,0,0.62903553
R_000945,J_000927,1,0.55353016
R_006631,J_001242,1,0.6599482
R_007094,J_001576,0,0.42431688
R_008899,J_001523,0,0.41793016
R_002263,J_002218,1,0.6280449
R_005872,J_001842,0,0.57030904
R_005497,J_001686,0,0.5730281
R_006524,J_000226,0,0.5663662
R_000367,J_002139,0,0.45157796
R_006416,J_000795,0,0.56845164
R_001734,J_000240,1,0.53464377
R_001885,J_002028,1,0.7088429
R_005296,J_000410,0,0.6944424
R_003631,J_002344,0,0.56917745
R_007443,J_002129,1,0.68418014
R_008393,J_001401,1,0.6630813
R_004350,J_000420,1,0.5899271
R_002354,J_001525,1,0.44430447
R_003197,J_000563,1,0.71462274
R_007890,J_001523,0,0.5398974
R_004114,J_001766,1,0.6544385
R_005366,J_000275,0,0.61941636
R_008609,J_000657,1,0.60317546
R_006487,J_002098,1,0.63531816
R_003282,J_000848,1,0.7466444
R_007043,J_000130,1,0.6649774
R_000334,J_000603,1,0.73342776
R_005191,J_000494,1,0.5319833
R_004764,J_002222,1,0.583526
R_004275,J_002414,0,0.5080738
R_005529,J_001878,1,0.51494455
R_004365,J_000038,0,0.67184603
R_003408,J_001812,1,0.64472085
R_006401,J_000563,0,0.57192385
R_003650,J_001088,0,0.61593384
R_007185,J_002003,0,0.4051618
R_004681,J_000425,0,0.45396563
R_009969,J_001785,1,0.7731764
R_003262,J_001839,1,0.43950596
R_000773,J_000973,0,0.42082578
R_001016,J_001686,1,0.90376747
R_002990,J_001432,0,0.4482377
R_006639,J_002062,1,0.6416803
R_002402,J_000251,0,0.4335303
R_007521,J_002477,0,0.6802426
R_008390,J_001624,0,0.4273163
R_004339,J_001417,1,0.5479027
R_001577,J_000192,0,0.6560878
R_001770,J_001624,0,0.4700623
R_005679,J_001443,0,0.41637757
R_000039,J_000825,0,0.3601898
R_000404,J_000735,0,0.5061307
R_004206,J_000335,1,0.708864
R_007392,J_000057,1,0.51924187
R_006473,J_001615,0,0.70774674
R_002516,J_000080,1,0.6775975
R_001326,J_001229,1,0.7780772
R_000109,J_002336,1,0.57783353
R_007391,J_000172,1,0.64118314
R_003514,J_000404,0,0.43805003
R_008841,J_001325,0,0.65662664
R_002475,J_000826,1,0.75416136
R_004284,J_000802,0,0.4664337
R_007220,J_000447,0,0.4731812
R_007276,J_002161,0,0.72208947
R_001601,J_000907,0,0.45015663
R_004410,J_000252,0,0.4270075
R_001493,J_002341,1,0.63669693
R_001132,J_000452,1,0.6178628
R_001870,J_001797,0,0.38856584
R_000362,J_002293,0,0.35631853
R_001893,J_002123,0,0.5888875
R_004163,J_000114,0,0.49374717
R_005012,J_001374,1,0.6028558
R_008541,J_000156,0,0.47520795
R_001683,J_002388,1,0.6415182
R_001956,J_000884,1,0.6470735
R_008771,J_001909,1,0.5941078
R_005543,J_000774,0,0.43812186
R_000145,J_001547,0,0.49023855
R_002244,J_001111,0,0.617798
R_006945,J_001445,0,0.65238976
R_002579,J_002458,1,0.74616766
R_009500,J_001299,0,0.44267547
R_005658,J_001685,0,0.49048898
R_008637,J_001565,0,0.58922446
R_007587,J_000798,0,0.36183518
R_005747,J_002180,0,0.39486894
R_007869,J_001764,1,0.6459744
R_003382,J_002488,1,0.54447675
R_007428,J_000218,0,0.4475278
R_000400,J_001827,0,0.5677307
R_009143,J_001704,0,0.61712986
R_009299,J_000503,1,0.6488664
R_008946,J_002438,0,0.49774185
R_002317,J_002201,0,0.39117643
R_000213,J_001022,1,0.4990164
R_008566,J_002185,1,0.7697761
R_009142,J_002257,1,0.7610666
R_000647,J_000298,0,0.4898515
R_005148,J_001954,1,0.48153406
R_003162,J_000690,1,0.7346189
R_005009,J_000150,1,0.6284101
R_000259,J_000204,1,0.7393796
R_002701,J_001777,1,0.67286366
R_003853,J_000775,1,0.61337715
R_007485,J_001240,1,0.51363474
R_006820,J_000663,1,0.80031097
R_005565,J_000477,1,0.6880305
R_009514,J_001124,0,0.41671968
R_004362,J_001775,0,0.5505745
R_000731,J_002071,0,0.4442371
R_009233,J_000097,0,0.62681806
R_007101,J_001376,0,0.43294525
R_009668,J_000532,0,0.4303254
R_009990,J_001416,0,0.4723945
R_004853,J_000922,1,0.5566241
R_001744,J_001874,0,0.445015
R_005375,J_000697,1,0.71750593
R_004573,J_000114,0,0.44658715
R_006409,J_001436,1,0.551521
R_005543,J_001849,1,0.39512584
R_003604,J_000549,0,0.4965504
R_004174,J_001522,0,0.5760239
R_005875,J_002497,1,0.7588689
R_000486,J_001287,0,0.63122773
R_009233,J_001541,1,0.6855076
R_002236,J_000658,0,0.7224891
R_004930,J_002030,0,0.47617266
R_006639,J_000423,0,0.41755888
R_009698,J_000083,1,0.5263045
R_005288,J_001610,1,0.66152406
R_003963,J_000703,0,0.58577085
R_008328,J_002303,0,0.4800537
R_006229,J_000218,1,0.58413637
R_006331,J_000355,0,0.6180387
R_004825,J_001024,1,0.68310136
R_008316,J_001366,0,0.49574298
R_004656,J_001658,1,0.69289637
R_003343,J_000055,1,0.45723766
R_009872,J_002196,1,0.6394421
R_009898,J_000776,0,0.54211104
R_005366,J_002419,0,0.69244206
R_001325,J_002053,0,0.51842654
R_002172,J_001224,1,0.48497587
R_002820,J_000397,1,0.51361895
R_002224,J_001827,0,0.49648887
R_002316,J_002113,1,0.66896945
R_007831,J_002013,1,0.8250292
R_008438,J_001135,0,0.45684668
R_009821,J_000220,0,0.6816306
R_007696,J_000168,1,0.55665195
R_001607,J_001653,1,0.7451222
R_006539,J_001883,1,0.47961774
R_004460,J_000166,1,0.7215965
R_002462,J_001195,1,0.60635746
R_004393,J_002276,1,0.6735449
R_008857,J_000761,1,0.72081345
R_004084,J_002307,0,0.3707276
R_001899,J_002472,0,0.6726762
R_008176,J_001444,1,0.5242672
R_008674,J_001632,0,0.51536447
R_008378,J_001036,0,0.71994257
R_008100,J_001579,1,0.6213135
R_007352,J_000652,1,0.8493633
R_009627,J_001207,1,0.70898837
R_002038,J_000941,0,0.4473536
R_007524,J_001724,0,0.40438598
R_005491,J_002411,1,0.84932345
R_006669,J_000779,0,0.4504794
R_003748,J_000648,0,0.56822205
R_009140,J_000958,0,0.4541183
R_007839,J_000593,0,0.6930461
R_001220,J_000718,1,0.6669313
R_005653,J_002071,1,0.5676516
R_009885,J_000012,0,0.77059126
R_007220,J_000932,0,0.51678383
R_006418,J_000562,1,0.7494963
R_001769,J_001582,1,0.62653303
R_008510,J_000961,0,0.46943045
R_009809,J_002116,0,0.5323167
R_002467,J_002268,0,0.4059826
R_001378,J_001219,1,0.6899288
R_002167,J_002213,0,0.53184533
R_007333,J_000241,0,0.46730274
R_008846,J_001647,0,0.63326544
R_006581,J_002036,1,0.6103449
R_003821,J_000823,0,0.47744983
R_002963,J_000773,0,0.5112848
R_005543,J_002368,1,0.60613215
R_003730,J_001339,1,0.873553
R_005717,J_000423,0,0.7034477
R_008338,J_002195,0,0.60766804
R_005122,J_001887,1,0.72711694
R_001212,J_001923,0,0.61409247
R_003768,J_001905,1,0.5403033
R_005680,J_001899,1,0.80476177
R_006095,J_000003,1,0.63153505
R_002159,J_000191,0,0.527653
R_000702,J_000187,1,0.7613872
R_008885,J_000431,1,0.62242794
R_007410,J_000166,1,0.7571781
R_000891,J_000813,1,0.66128534
R_005384,J_000133,0,0.45606261
R_008577,J_002469,1,0.8064562
R_006758,J_001875,1,0.6575518
R_007689,J_000828,0,0.47106403
R_006934,J_000221,0,0.6211673
R_004202,J_000145,0,0.6288709
R_005662,J_000585,1,0.537109
R_003816,J_000945,0,0.7474383
R_000637,J_001624,1,0.69866264
R_003080,J_001572,0,0.55529535
R_001427,J_002428,0,0.5925493
R_001369,J_002421,1,0.6148038
R_002402,J_001574,0,0.48994473
R_000196,J_000786,0,0.41065228
R_004925,J_000834,0,0.4318643
R_007106,J_002231,1,0.6091155
R_008307,J_000287,1,0.7176936
R_003848,J_002448,0,0.6847539
R_004548,J_001903,1,0.6758292
R_002920,J_002453,0,0.38248086
R_000276,J_002117,1,0.64570856
R_005565,J_001174,1,0.6241628
R_003297,J_002046,1,0.7675873
R_009873,J_001802,0,0.39690337
R_006828,J_000136,1,0.5589641
R_000829,J_000688,0,0.42263132
R_000081,J_001753,1,0.6296524
R_000196,J_001713,1,0.7265303
R_005103,J_002253,0,0.382796
R_002716,J_001748,0,0.43209976
R_002191,J_000516,1,0.49026597
R_008475,J_002477,1,0.6783061
R_007115,J_000275,0,0.44331545
R_009356,J_001974,1,0.6338048
R_001909,J_001532,1,0.50060296
R_003148,J_000872,1,0.9004065
R_003831,J_000260,0,0.45980537
R_009194,J_001382,0,0.5324022
R_005173,J_000978,1,0.5811894
R_002771,J_002109,0,0.41855395
R_000462,J_002274,1,0.5125369
R_003141,J_001958,0,0.46548274
R_005810,J_001018,0,0.4534439
R_009195,J_002393,1,0.74704516
R_007426,J_001243,0,0.5160389
R_000762,J_000246,0,0.5067595
R_002033,J_001925,1,0.6638148
R_001715,J_000389,0,0.43448228
R_006760,J_001964,0,0.55031323
R_006070,J_000319,1,0.6730639
R_000406,J_000313,1,0.4825988
R_005074,J_001135,0,0.49103642
R_007273,J_000314,0,0.5371295
R_007247,J_000197,0,0.60133594
R_005715,J_001356,0,0.4195915
R_006278,J_000238,1,0.5437906
R_009000,J_001909,0,0.43657422
R_001272,J_002365,1,0.56858075
R_009378,J_001757,0,0.5317873
R_004865,J_001613,1,0.6961324
