node_id,node_type,specialization_label,label_definition
R_003833,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003834,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003835,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003836,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003837,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003838,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003839,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003840,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003841,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003842,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003843,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003844,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003845,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003846,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003847,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003848,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003849,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003850,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003851,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003852,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003853,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003854,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003855,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003856,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003857,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003858,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003859,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003860,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003861,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003862,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003863,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003864,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003865,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003866,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003867,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003868,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003869,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003870,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003871,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003872,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003873,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003874,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003875,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003876,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003877,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003878,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003879,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003880,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003881,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003882,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003883,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003884,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003885,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003886,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003887,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003888,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003889,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003890,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003891,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003892,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003893,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003894,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003895,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003896,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003897,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003898,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003899,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003900,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003901,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003902,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003903,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003904,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003905,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003906,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003907,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003908,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003909,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003910,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003911,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003912,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003913,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003914,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003915,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003916,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003917,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003918,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003919,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003920,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003921,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003922,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003923,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003924,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003925,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003926,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003927,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003928,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003929,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003930,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003931,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003932,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003933,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003934,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003935,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003936,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003937,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003938,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003939,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003940,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003941,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003942,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003943,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003944,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003945,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003946,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003947,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003948,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003949,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003950,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003951,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003952,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003953,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003954,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003955,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003956,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003957,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003958,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003959,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003960,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003961,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003962,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003963,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003964,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003965,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003966,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003967,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003968,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003969,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003970,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003971,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003972,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003973,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003974,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003975,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003976,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003977,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003978,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003979,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003980,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003981,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003982,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003983,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003984,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003985,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003986,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003987,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003988,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003989,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003990,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003991,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003992,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003993,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003994,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003995,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003996,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003997,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_003998,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_003999,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004000,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004001,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004002,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004003,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004004,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004005,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004006,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004007,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004008,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004009,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004010,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004011,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004012,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004013,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004014,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004015,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004016,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004017,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004018,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004019,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004020,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004021,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004022,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004023,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004024,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004025,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004026,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004027,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004028,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004029,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004030,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004031,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004032,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004033,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004034,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004035,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004036,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004037,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004038,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004039,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004040,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004041,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004042,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004043,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004044,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004045,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004046,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004047,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004048,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004049,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004050,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004051,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004052,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004053,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004054,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004055,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004056,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004057,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004058,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004059,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004060,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004061,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004062,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004063,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004064,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004065,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004066,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004067,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004068,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004069,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004070,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004071,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004072,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004073,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004074,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004075,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004076,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004077,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004078,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004079,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004080,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004081,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004082,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004083,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004084,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004085,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004086,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004087,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004088,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004089,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004090,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004091,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004092,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004093,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004094,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004095,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004096,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004097,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004098,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004099,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004100,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004101,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004102,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004103,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004104,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004105,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004106,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004107,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004108,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004109,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004110,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004111,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004112,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004113,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004114,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004115,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004116,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004117,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004118,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004119,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004120,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004121,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004122,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004123,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004124,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004125,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004126,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004127,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004128,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004129,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004130,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004131,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004132,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004133,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004134,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004135,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004136,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004137,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004138,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004139,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004140,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004141,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004142,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004143,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004144,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004145,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004146,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004147,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004148,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004149,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004150,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004151,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004152,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004153,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004154,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004155,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004156,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004157,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004158,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004159,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004160,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004161,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004162,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004163,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004164,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004165,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004166,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004167,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004168,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004169,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004170,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004171,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004172,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004173,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004174,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004175,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004176,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004177,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004178,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004179,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004180,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004181,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004182,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004183,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004184,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004185,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004186,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004187,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004188,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004189,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004190,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004191,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004192,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004193,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004194,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004195,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004196,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004197,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004198,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004199,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004200,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004201,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004202,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004203,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004204,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004205,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004206,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004207,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004208,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004209,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004210,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004211,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004212,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004213,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004214,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004215,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004216,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004217,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004218,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004219,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004220,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004221,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004222,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004223,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004224,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004225,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004226,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004227,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004228,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004229,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004230,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004231,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004232,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004233,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004234,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004235,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004236,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004237,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004238,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004239,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004240,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004241,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004242,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004243,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004244,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004245,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004246,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004247,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004248,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004249,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004250,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004251,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004252,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004253,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004254,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004255,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004256,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004257,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004258,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004259,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004260,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004261,CV,generalist,specialized if exactly one skill community; generalist if more than one
R_004262,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004263,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004264,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004265,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004266,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004267,CV,specialized,specialized if exactly one skill community; generalist if more than one
R_004268,CV,generalist,specialized if exactly one skill community; generalist if more than one
